pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
volume	 n. 量；体积；卷；音量；大量；册 adj. 大量的 vi. 成团卷起 vt. 把…收集成卷
debase	 v. 降低；使…贬值；掺杂 n. (Debase)人名；(意)德巴塞
precede	 v. 领先，在…之前；优于，高于
disagreeable	 adj. 不愉快的；厌恶的；不为人喜的；难相处的；脾气坏的
heinous	 adj. 可憎的；极凶恶的
distressed	 adj. 痛苦的；忧虑的；贫困的；受损的 v. 使痛苦；使紧张；使困苦（distress的过去分词）
expression	 n. 表现，表示，表达；表情，脸色，态度，腔调，声调；式，符号；词句，语句，措辞，说法
successor	 n. 继承者；后续的事物
counselor	 n. 顾问；法律顾问；参事（等于counsellor）
supplicate	 v. 恳求，哀求；恳请
ossify	 v. 骨化；硬化；僵化
ablution	 n. 洗礼；洗澡（常用复数）；斋戒沐浴
balance	 n. 平衡；余额；匀称 v. 使平衡；结算；使相称
propagate	 v. 传播；传送；繁殖；宣传
approximately	 adv. 大约，近似地；近于
sufficiency	 n. 足量，充足；自满
collide	 v. 碰撞；抵触，冲突
squalid	 adj. 肮脏的；污秽的；卑劣的
distillation	 n. 精馏，蒸馏，净化；蒸馏法；精华，蒸馏物
superb	 adj. 极好的；华丽的；宏伟的 n. (Superb)人名；(罗)苏佩尔布
contemptible	 adj. 可鄙的；卑劣的；可轻视的
breakdown	 n. 故障；崩溃；分解；分类；衰弱；跺脚曳步舞
accountant	 n. 会计师；会计人员
colloquial	 adj. 白话的；通俗的；口语体的
impale	 v. 刺穿；钉住；使绝望
reclusive	 adj. 隐居的；隐遁的
jingoism	 n. 侵略主义；沙文主义；武力外交政策
ratify	 v. 批准；认可
collier	 n. 矿工；运煤船
brooch	 n. （女用的）胸针，领针
bemoan	 v. 惋惜；为…恸哭
arguable	 adj. 可论证的；可议的；可疑的
nitrogen	 n. [化学] 氮
legislative	 adj. 立法的；有立法权的 n. 立法权；立法机构
workmanlike	 adj. 技术熟练的；精工细作的
multiplication	 n. [数] 乘法；增加
natal	 adj. 出生的；诞生的；分娩的；出生地的 n. (Natal)人名；(英、法、西、葡)纳塔尔
redirect	 v. 使改方向；重新寄送 adj. 再直接的 n. 再直接询问
Catholicism	 n. 天主教；天主教义
defendant	 adj. 辩护的；为自己辩护的 n. 被告
abnegate	 v. 放弃；舍弃；禁忌
treacherous	 adj. 奸诈的，叛逆的，背叛的；危险的；不牢靠的
parallel	 n. 平行线；对比 v. 使…与…平行 adj. 平行的；类似的，相同的
diameter	 n. 直径
uniform	 adj. 统一的；一致的；相同的；均衡的；始终如一的 n. 制服 v. 使穿制服；使成一样
abdomen	 n. 腹部；下腹；腹腔
stimulate	 v. 刺激；鼓舞，激励
nadir	 n. 最低点，最底点；[天] 天底
indefinitely	 adv. 不确定地，无限期地；模糊地，不明确地
replicate	 v. 复制；折叠 adj. 复制的；折叠的 n. 复制品；八音阶间隔的反覆音
discriminate	 v. 歧视；区别；辨别
foretell	 v. 预言；预示；预告
irate	 adj. 生气的；发怒的
curmudgeon	 n. 脾气坏的人，乖戾的人；吝啬鬼；存心不良的人
endue	 v. 授予，赋予；穿上
numerical	 adj. 数值的；数字的；用数字表示的（等于numeric）
extol	 v. 颂扬；赞美；赞颂
olfactory	 adj. 嗅觉的；味道的 n. 嗅觉器官
electrolyte	 n. 电解液，电解质；电解
fabulous	 adj. 难以置信的；传说的，寓言中的；极好的
choir	 n. 唱诗班；合唱队；舞蹈队 v. 合唱
ruinous	 adj. 破坏性的，毁灭性的；零落的
aborigine	 n. 土著；土著居民
hundredth	 adj. 第一百的；一百分之一的 n. 第一百，第一百个；百分之一
intriguing	 adj. 有趣的；迷人的 v. 引起…的兴趣；策划阴谋；私通（intrigue的ing形式）
acerbity	 n. 酸，涩；刻薄
sympathetic	 adj. 同情的；交感神经的；共鸣的；赞同的；和谐的；合意的 n. 交感神经；容易感受的人
swerve	 v. 转弯；突然转向；背离 n. 转向；偏离的程度
whim	 n. 奇想；一时的兴致；怪念头；幻想
determinate	 adj. 确定的；决定的 vt. 确定；弄清楚
coagulate	 v. 使…凝结
capillary	 n. 毛细管 adj. 毛细管的；毛状的
biped	 adj. 有两足的 n. 两足动物
supplant	 v. 代替；排挤掉
tenacious	 adj. 顽强的；坚韧的；固执的；紧握的；黏着力强的
laser	 n. 激光
effervescent	 adj. 冒泡的，沸腾的；兴奋的
assuage	 v. 平息；缓和；减轻
occupant	 n. 居住者；占有者
gene	 n. [遗] 基因，遗传因子
frigid	 adj. 寒冷的，严寒的；冷淡的
recreant	 n. 懦夫；叛徒 adj. 胆小的；怯懦的；不忠的
pompous	 adj. 自大的；浮夸的；华而不实的；爱炫耀的
theorem	 n. [数] 定理；原理
antiquary	 n. 古文物研究者；古董商人；收集古文物者
clothier	 n. 衣庄；呢绒商
dormancy	 n. [生物] 休眠，冬眠；[生物] 蛰伏
exoskeleton	 n. [昆] 外骨骼
geometry	 n. 几何学
impetus	 n. 动力；促进；冲力
bronchus	 n. 支气管
glamorize	 v. 美化；使有魅力
proliferate	 v. 增殖；扩散；激增
absolve	 v. 免除；赦免；宣告…无罪
bethink	 v. 想起，忆起；使……思考；使……考虑
amplitude	 n. 振幅；丰富，充足；广阔
antiquate	 v. 废弃；使…过时；使…具有古旧形式或风格 adj. 过时的；旧式的
series	 n. 系列，连续；[电] 串联；级数；丛书
condenser	 n. 冷凝器；[电] 电容器；[光] 聚光器
desultory	 adj. 断断续续的；散漫的；不连贯的，无条理的
interval	 n. 间隔；间距；幕间休息
pernicious	 adj. 有害的；恶性的；致命的；险恶的
caste	 n. （印度社会中的）种姓；（具有严格等级差别的）社会地位；（排他的）社会团体
principle	 n. 原理，原则；主义，道义；本质，本义；根源，源泉
inspiring	 adj. 鼓舞人心的；灌输的；启发灵感的 v. 鼓舞；激发；使感悟（inspire的ing形式）
adjustment	 n. 调整，调节；调节器
animadvert	 v. 批判；非难；责备
withdraw	 v. 撤退；收回；撤消；拉开
extortion	 n. 勒索；敲诈；强夺；被勒索的财物
amorphous	 adj. 无定形的；无组织的；[物] 非晶形的
semiannual	 adj. 一年两次的；半年一次的
realism	 n. 现实主义；实在论；现实主义的态度和行为
vagabond	 adj. 流浪的；流浪者的；浪荡的；漂泊的 n. 流浪者；浪子；流氓；懒汉 v. 到处流浪
immune	 adj. 免疫的；免于……的，免除的 n. 免疫者；免除者
subsequent	 adj. 后来的，随后的
indiscreet	 adj. 轻率的；不慎重的
homage	 n. 敬意；尊敬；效忠
outcome	 n. 结果，结局；成果
valorous	 adj. 勇敢的；勇武的
irritable	 adj. 过敏的；急躁的；易怒的
apposition	 n. 并置，同格；同位语
beguile	 v. 欺骗；使着迷；轻松地消磨
amorous	 adj. 多情的；恋爱的；热情的；色情的
overrun	 n. 泛滥成灾；超出限度 v. 泛滥；超过；蹂躏
amok	 adv. 狂乱地；杀人狂地 adj. 杀人狂的；狂乱的
commingle	 v. 使混合；掺和
dismiss	 v. 解散；解雇；开除；让离开；不予理会、不予考虑
cacophony	 n. 刺耳的音调；不和谐音
atom	 n. 原子
prowess	 n. 英勇；超凡技术；勇猛
selective	 adj. 选择性的
recreate	 v. 娱乐；消遣
wearisome	 adj. 使疲倦的；使厌倦的；乏味的
abrade	 v. 擦伤；磨损
lethargy	 n. 昏睡；死气沉沉；嗜眠（症）
politic	 adj. 精明的；有策略的；狡猾的；审慎的；政治的 vi. 拉选票
armada	 n. （西班牙的）无敌舰队
incessant	 adj. 不断的；不停的；连续的
humiliate	 v. 羞辱；使…丢脸；耻辱
niggardly	 adj. 小气的；很少量的 adv. 小气地；很少量地
conciliatory	 adj. 安抚的；调和的；调停的
ration	 v. 配给；定量供应 n. 定量；口粮；配给量
velvety	 adj. 天鹅绒般柔软的；醇和的，可口的
preposterous	 adj. 荒谬的；可笑的
pious	 adj. 虔诚的；敬神的；可嘉的；尽责的
flag	 v. 标记；衰退；枯萎 n. 标志；旗子
liquid	 adj. 液体的；清澈的；明亮的；易变的 n. 液体，流体；流音
permanent	 adj. 永久的，永恒的；不变的 n. 烫发（等于permanent wave）
plethora	 n. 过多；过剩；[医] 多血症
bibliomania	 n. 藏书癖；（尤指珍本书）收藏狂
vociferous	 adj. 大声叫的；喊叫的，喧嚷的
adjunct	 n. 附属物；助手；修饰语 adj. 附属的
transpire	 v. 发生；蒸发；泄露
hemorrhage	 n. [病理] 出血（等于haemorrhage）；番茄汁 v. [病理] 出血
gravity	 n. 重力，地心引力；严重性；庄严
utilitarian	 adj. 功利的；功利主义的；实利的 n. 功利主义者
acquiescence	 n. 默许；默从
frivolous	 adj. 无聊的；轻佻的；琐碎的
polytechnic	 adj. 各种工艺的；综合技术的 n. 工艺学校；理工专科学校
demise	 n. 死亡，终止；转让；传位 vt. 遗赠；禅让
pantomime	 n. 哑剧；舞剧；手势 v. 打手势；演哑剧
shroud	 n. 寿衣；覆盖物；船的横桅索；[电] 护罩 v. 覆盖；包以尸衣
eccentric	 adj. 古怪的，反常的 n. 古怪的人
laud	 v. 赞美；称赞 n. 赞美；称赞；颂歌
betimes	 adv. 及时，准时；早
suspect	 n. 嫌疑犯 adj. 可疑的；不可信的 v. 怀疑；猜想
bilingual	 adj. 双语的 n. 通两种语言的人
recluse	 n. 隐士；隐居者 adj. 隐居的
subjacent	 adj. 在底下的；在下级的
studious	 adj. 用功的；热心的；专心的；故意的；适于学习的
begrudge	 v. 羡慕，嫉妒；吝惜，舍不得给
judicature	 n. 司法；法官；司法权；法官的职位
gullible	 adj. 易受骗的；轻信的
facsimile	 n. 传真；复写 adj. 复制的 v. 传真；临摹
violation	 n. 违反；妨碍，侵害；违背；强奸
jade	 n. 翡翠；[宝] 碧玉；老马 adj. 玉制的；绿玉色的 v. 疲倦
transition	 n. 过渡；转变；[分子生物] 转换；变调
whet	 v. 刺激；磨快；促进 n. 磨；开胃物；刺激物
section	 n. 截面；部分；部门；地区；章节 v. 被切割成片；被分成部分
lave	 v. 洗；沐浴；冲刷 n. 剩余物
witling	 n. 玩弄小聪明的人
embezzle	 v. 盗用；挪用；贪污
absorb	 v. 吸收；吸引；承受；理解；使…全神贯注
cessation	 n. 停止；中止；中断
kudos	 n. 荣誉；名望；称赞
influx	 n. 流入；汇集；河流的汇集处
summary	 adj. 简易的；扼要的 n. 概要，摘要，总结
chattel	 n. 动产；奴隶（常用复数）
tangential	 adj. [数] 切线的，[数] 正切的；离题的，扯远的 n. 正切，切线
reclamation	 n. 开垦；收回；再利用；矫正
socialize	 v. 使社会化；使社会主义化；使适应社会生活
comport	 v. 行为；举动
unsettle	 v. 使动摇；使不安定；使心神不宁
misstep	 n. 失足；过失；踏错；失策 vi. 失足；走上歧途
hexagon	 n. 六角形，六边形 adj. 成六角的；成六边的
urgency	 n. 紧急；催促；紧急的事
felicity	 n. 幸福；快乐；幸运
infinitesimal	 adj. 无穷小的；无限小的；极小的 n. 无限小；极微量；极小量
reprehend	 v. 申斥；指责 n. 责备
subsidize	 v. 资助；给与奖助金；向…行贿
antiquarian	 adj. 古文物研究的；古文物的 n. 古文物研究者；[古] 古文物收藏家
panacea	 n. 灵丹妙药；万能药
cordial	 adj. 热忱的，诚恳的；兴奋的 n. 补品；兴奋剂；甜香酒，甘露酒
amass	 v. 积聚，积累
option	 n. [计] 选项；选择权；买卖的特权
exhale	 v. 呼气；发出；发散；使蒸发
volatile	 adj. [化学] 挥发性的；不稳定的；爆炸性的；反复无常的 n. 挥发物；有翅的动物
bronchitis	 n. [内科] 支气管炎
contend	 v. 竞争；奋斗；斗争；争论
entreaty	 n. 恳求；乞求
nebulous	 adj. 朦胧的；星云的，星云状的
bight	 n. 海湾，绳圈；曲线
momentous	 adj. 重要的；重大的
catalog	 n. [图情][计] 目录；登记 v. 登记；为…编目录
cell	 n. 细胞；电池；蜂房的巢室；单人小室 vi. 住在牢房或小室中
moo	 v. 发出哞哞声 n. 牛叫声
severely	 adv. 严重地；严格地，严厉地；纯朴地
pedal	 v. 踩踏板；骑车 n. 踏板；脚蹬子 adj. 脚的；脚踏的
quietus	 n. 解除；偿清；生命的终止；寂灭
importunate	 adj. 强求的，纠缠不休的
salutary	 adj. 有益的，有用的；有益健康的
aberration	 n. 失常；离开正路，越轨
inestimable	 adj. 无价的；难以估计的
insatiable	 adj. 贪得无厌的；不知足的
shrewd	 adj. 精明的；狡猾的；机灵的 n. 精明（的人）；机灵（的人）
sensational	 adj. 轰动的；耸人听闻的；非常好的；使人感动的
assurance	 n. 保证，担保；（人寿）保险；确信；断言；厚脸皮，无耻
frank	 adj. 坦白的，直率的；老实的 n. 免费邮寄特权 v. 免费邮寄
juxtapose	 v. 并列；并置
data	 n. 数据（datum的复数）；资料
recapture	 v. 夺回；拿回；再体验；政府征收再经历 n. 夺回；取回；政府对公司超额收益或利润的征收
alleged	 adj. 所谓的；声称的；被断言的 v. 宣称（allege的过去式和过去分词）；断言
witness	 n. 证人；目击者；证据 v. 目击；证明；为…作证
entrance	 n. 入口；进入 v. 使出神，使入迷
reprehensible	 adj. 应斥责的；应该谴责的
browbeat	 v. 恫吓，吓唬；欺侮
explicate	 v. 说明，解释
vivacity	 n. 活泼；快活；精神充沛
cabal	 n. 阴谋（尤指政治上的）；阴谋集团 v. 策划阴谋
equation	 n. 方程式，等式；相等；[化学] 反应式
perspicacity	 n. 洞察力；聪颖；睿智
nuance	 n. 细微差别
electrification	 n. 电气化；带电；充电
proton	 n. [物] 质子
bedaub	 v. 俗气地装饰；涂污
beneficence	 n. 慈善；善行；捐款
terminus	 n. 终点；终点站；界标；界石
presage	 n. 预感；前兆 v. 预感；预言
territorial	 adj. 领土的；区域的；土地的；地方的 n. 地方自卫队士兵
navigate	 v. 驾驶，操纵；使通过；航行于
posthumous	 adj. 死后的；遗腹的；作者死后出版的
brag	 n. 吹牛，自夸 v. 吹牛，自夸
brae	 n. 斜坡；山坡
credence	 n. 信任；凭证；祭器台（等于credence table，credenza）
stifle	 v. 扼杀；使窒息；藏匿 n. （马等的）后膝关节；（马等的）[动] 后膝关节病
transmute	 v. 使变形；使变质
pertinacity	 n. 顽固；执拗
altercation	 n. 争执
essence	 n. 本质，实质；精华；香精
oversee	 v. 监督；审查；俯瞰；偷看到，无意中看到
bray	 v. 叫；捣碎 n. 驴叫声；喇叭声
inborn	 adj. 天生的；先天的
blandishment	 n. 奉承；谄媚；哄诱
impropriety	 n. 不适当；不正确；用词错误；[审计] 不正当行为
contemptuous	 adj. 轻蔑的；侮辱的
mirage	 n. 海市蜃楼；幻想，妄想
exhilarate	 v. 使高兴，使振奋；使愉快
emanate	 v. 放射（过去式emanated，过去分词emanated，现在分词emanating，第三人称单数emanates，形容词emanative）；发散
expand	 v. 扩张；使膨胀；详述
hydroxide	 n. [无化] 氢氧化物；羟化物
indigenous	 adj. 本土的；土著的；国产的；固有的
incipient	 adj. 初期的；初始的；起初的；发端的
collapse	 v. 倒塌；瓦解；暴跌 n. 倒塌；失败；衰竭
boisterous	 adj. 喧闹的；狂暴的；猛烈的
maintenance	 n. 维护，维修；保持；生活费用
alternative	 adj. 供选择的；选择性的；交替的 n. 二中择一；供替代的选择
venal	 adj. 贪污的；用金钱买得的；贿赂的；贪赃枉法的 n. (Venal)人名；(英)维纳尔
emerge	 v. 浮现；摆脱；暴露
inalterable	 adj. 不变的；不能变更的
concupiscence	 n. 强烈的邪欲
mediocre	 adj. 普通的；平凡的；中等的
prosaic	 adj. 平凡的，乏味的；散文体的
comparative	 adj. 比较的；相当的 n. 比较级；对手
repel	 v. 击退；抵制；使厌恶；使不愉快
commensurate	 adj. 相称的；同量的；同样大小的
overdose	 v. 配药过量；使过分沉溺 n. 药量过多（等于overdosage）
solace	 n. 安慰；慰藉；安慰之物 v. 安慰；抚慰；使快乐（过去式solaced，过去分词solaced，现在分词solacing，第三人称单数solaces）
