pharmacy	 n. 药房；配药学，药剂学；制药业；一批备用药品
somewhere	 adv. 在某处；到某处 n. 某个地方
eligible	 adj. 合格的，合适的；符合条件的；有资格当选的 n. 合格者；适任者；有资格者
crop	 n. 产量；农作物；庄稼；平头 v. 种植；收割；修剪；剪短
breakage	 n. 破坏；破损；裂口；破损量
amount	 v. 总计，合计；相当于；共计；产生…结果 n. 数量；总额，总数
questionnaire	 n. 问卷；调查表
conservative	 adj. 保守的 n. 保守派，守旧者
handbook	 n. 手册；指南
expand	 v. 扩张；使膨胀；详述
dessert	 n. 餐后甜点；甜点心
collapse	 v. 倒塌；瓦解；暴跌 n. 倒塌；失败；衰竭
submit	 v. 使服从；主张；呈递
capitalization	 n. 资本化；资本总额；用大写
maintenance	 n. 维护，维修；保持；生活费用
width	 n. 宽度；广度
effort	 n. 努力；成就
nation	 n. 国家；民族；国民
conglomerate	 v. 凝聚成团 n. [岩] 砾岩；企业集团；聚合物 adj. 成团的；砾岩性的
input	 n. 投入；输入电路 v. [自][电子] 输入；将…输入电脑
counting	 n. [数] 计算，计数
comparative	 adj. 比较的；相当的 n. 比较级；对手
commensurate	 adj. 相称的；同量的；同样大小的
due	 adj. 到期的；预期的；应付的；应得的 n. 应付款；应得之物 adv. 正（置于方位词前）
shopping	 n. 购物，买东西 v. 购物（shop的ing形式）
prescriptive	 adj. 规定的，规范的；指定的
handwriting	 n. 笔迹；书法；书写；手稿 v. 亲手写（handwrite的ing形式）
solvency	 n. 偿付能力；溶解力
spur	 n. 鼓舞，刺激；马刺；山坡 v. 骑马疾驰；给予刺激
upkeep	 n. 维持；维修费；保养
acknowledge	 v. 承认；答谢；报偿；告知已收到
weight	 n. 重量，重力；负担；砝码；重要性 v. 加重量于，使变重
payroll	 n. 工资单；在册职工人数；工资名单
repeal	 v. 废除；撤销；废止；放弃；否定 n. 废除；撤销
sudden	 adj. 突然的，意外的；快速的 n. 突然发生的事
perception	 n. 知觉；[生理] 感觉；看法；洞察力；获取
catch	 v. 赶上；抓住；感染；了解 n. 捕捉；捕获物；窗钩
land	 n. 国土；陆地；地面 v. 使…登陆；使…陷于；将…卸下
interpret	 v. 说明；口译
optimistic	 adj. 乐观的；乐观主义的
hang	 v. 悬挂，垂下；装饰；绞死；使悬而未决 n. 悬挂；暂停，中止
withhold	 v. 保留，不给；隐瞒；抑制
collectable	 adj. 可收集的 n. 珍藏物
foreclose	 v. 阻止；排除；取消抵押品赎回权
journal	 n. 日报，杂志；日记；分类账
destroy	 v. 破坏；消灭；毁坏
hand	 n. 手，手艺；帮助；指针；插手 v. 传递，交给；支持；搀扶
reach	 v. 达到；延伸；伸出手；传开 n. 范围；延伸；河段；横风行驶
forthcoming	 adj. 即将来临的 n. 来临
shut	 v. 关闭；停业；幽禁 n. 关闭 adj. 关闭的；围绕的
deny	 v. 否定，否认；拒绝给予；拒绝…的要求
compatible	 adj. 兼容的；能共处的；可并立的
instruction	 n. 指令，命令；指示；教导；用法说明
dispatch	 n. 派遣；急件 v. 派遣；分派
implement	 v. 实施，执行；实现，使生效 n. 工具，器具；手段
react	 v. 反应；影响；反抗；起反作用
backdate	 v. 回溯，追溯；倒填日期
consult	 v. 查阅；商量；向…请教
cent	 n. 分；一分的硬币；森特（等于半音程的百分之一）
mitigate	 v. 使缓和，使减轻
separate	 v. 使分离；使分开；使分居 adj. 单独的；分开的；不同的；各自的； n. 分开；抽印本
exemplify	 v. 例证；例示
shareholder	 n. 股东；股票持有人
track	 n. 轨道；足迹，踪迹；小道 v. 追踪；通过；循路而行；用纤拉
provider	 n. 供应者；养家者
lame	 adj. 跛足的；僵痛的；不完全的；无说服力的；差劲的，蹩脚的 v. 变跛
agricultural	 adj. 农业的；农艺的
centigrade	 adj. 摄氏的；[仪] 摄氏温度的；百分度的
dilemma	 n. 困境；进退两难；两刀论法
mature	 adj. 成熟的；充分考虑的；到期的；成年人的 v. 成熟；到期
omnipotent	 adj. 无所不能的；全能的；有无限权力的
certain	 adj. 某一；必然的；确信；无疑的；有把握的 pron. 某些；某几个 n. (Certain)人名；(葡)塞尔塔因；(法)塞尔坦
success	 n. 成功，成就；胜利；大获成功的人或事物
shift	 n. 移动；变化；手段；轮班 v. 移动；转变；转换
countryside	 n. 农村，乡下；乡下的全体居民
forth	 adv. 向前，向外；自…以后 n. (Forth)人名；(德)福特；(英)福思
examine	 v. 检查；调查； 检测；考试
fixable	 adj. 可固定的；可确定的；可装置的
tie	 v. 系；约束；打结；与…成平局 n. 领带；平局；鞋带；领结；不分胜负
excuse	 n. 借口；理由 v. 原谅；为…申辩；给…免去
acquaintance	 n. 熟人；相识；了解；知道
insist	 v. 坚持，强调
addressee	 n. 收件人，收信人；[计] 被访地址
technical	 adj. 工艺的，科技的；技术上的；专门的
risky	 adj. 危险的；冒险的；（作品等）有伤风化的
obstruct	 v. 妨碍；阻塞；遮断
course	 n. 科目；课程；过程；进程；道路；路线，航向；一道菜 v. 追赶；跑过
expect	 v. 期望；指望；认为；预料
dealer	 n. 经销商；商人
circular	 adj. 循环的；圆形的；间接的 n. 通知，传单
airport	 n. 机场；航空站
slim	 adj. 苗条的；修长的；微小的；差的 v. 使…体重减轻；使…苗条 n. (Slim)人名；(阿拉伯)萨利姆；(英、西)斯利姆
vacant	 adj. 空虚的；空的；空缺的；空闲的；茫然的 n. (Vacant)人名；(法)瓦康
damp	 v. 使潮湿；使阻尼；使沮丧，抑制 n. 潮湿，湿气 adj. 潮湿的
burden	 n. 负担；责任；船的载货量 v. 使负担；烦扰；装货于
initial	 adj. 最初的；字首的 v. 用姓名的首字母签名 n. 词首大写字母
undergo	 v. 经历，经受；忍受
margin	 n. 边缘；利润，余裕；页边的空白 vt. 加边于；加旁注于
shaky	 adj. 摇晃的；不可靠的；不坚定的
unpaid	 adj. 未付款的；[税收] 未缴纳的；无报酬的
processor	 n. [计] 处理器；处理程序；加工者
periodical	 adj. [数] 周期的；定期的 n. 期刊；杂志
projector	 n. [仪] 投影仪；放映机；探照灯；设计者
plus	 n. 正号，加号；好处；附加额 adj. 正的；附加的 prep. 加，加上
fork	 n. 叉；餐叉；耙 v. 叉起；使成叉状
form	 n. 形式，形状；形态，外形；方式；表格 v. 构成，组成；排列，组织；产生，塑造
alert	 v. 警告；使警觉，使意识到 adj. 警惕的，警觉的；留心的 n. 警戒，警惕；警报
brochure	 n. 手册，小册子
experimental	 adj. 实验的；根据实验的；试验性的
disagree	 v. 不同意；不一致；争执；不适宜
bargain	 n. 交易；便宜货；契约 v. 讨价还价；议价；(谈价钱后)卖
prepare	 v. 准备；使适合；装备；起草
nosedive	 v. 俯冲；暴跌；突然变坏 n. （价格等的）急降，暴跌；（飞机的）俯冲；（名声）低落；（情况）突然变坏
ambitious	 adj. 野心勃勃的；有雄心的；热望的；炫耀的
adjuster	 n. [自] 调节器；调停者；（保险等）理算员
record	 v. 记录，记载；标明；将录音 n. 档案，履历；唱片；最高纪录 adj. 创纪录的
obtain	 v. 获得；流行
collectivism	 n. 集体主义
disproportionate	 adj. 不成比例的
plug	 n. 插头；塞子；栓 v. 塞住；用插头将与电源接通
cede	 v. 放弃；割让（领土）
reserve	 n. 储备，储存；自然保护区；预备队；缄默；[金融] 储备金 v. 储备；保留；预约
boost	 v. 促进；增加；支援 n. 推动；帮助；宣扬
flavour	 n. 香味；滋味 v. 给……调味；给……增添风趣
cross	 n. 交叉，十字；十字架，十字形物 v. 交叉；杂交；横过 adj. 交叉的，相反的；乖戾的；生气的
reaction	 n. 反应，感应；反动，复古；反作用
budget	 n. 预算，预算费 v. 安排，预定；把…编入预算 adj. 廉价的
collaboration	 n. 合作；勾结；通敌
hospitality	 n. 好客；殷勤
launch	 v. 发射（导弹、火箭等）；发起，发动；使…下水 n. 发射；发行，投放市场；下水；汽艇
infringement	 n. 侵犯；违反
qualitative	 adj. 定性的；质的，性质上的
private	 adj. 私人的；私有的；私下的 n. 列兵；二等兵
expiry	 n. 满期，逾期；呼气；终结
version	 n. 版本；译文；倒转术
identity	 n. 身份；同一性，一致；特性；恒等式
typical	 adj. 典型的；特有的；象征性的
engage	 v. 吸引，占用；使参加；雇佣；使订婚；预定
apprentice	 n. 学徒；生手 v. 使…当学徒
command	 v. 命令，指挥；控制 n. 指挥，控制；命令；司令部
campaign	 v. 作战；参加竞选；参加活动 n. 运动；活动；战役
downtown	 adv. 往闹市区；在市区 adj. 市中心的 n. 市中心区；三分线以外
mastermind	 v. 策划 n. 优秀策划者；才子
acquire	 v. 获得；取得；学到；捕获
expire	 v. 期满；终止；死亡；呼气
logo	 n. 商标，徽标；标识语
speaker	 n. 演讲者；扬声器；说话者；说某种语言的人
cater	 v. 投合，迎合；满足需要；提供饮食及服务 n. (Cater)人名；(英)凯特
RSVP	 abbr. 请回复 Répondez s'il vous plaît（法语）
awake	 v. 觉醒，意识到；醒来；被唤起 adj. 醒着的
research	 n. 研究；调查 v. 研究；调查
pronounce	 v. 发音；宣判；断言
valuable	 adj. 有价值的；贵重的；可估价的 n. 贵重物品
point	 n. 要点；得分；标点；[机] 尖端 v. 指向；弄尖；加标点于
scatter	 v. 分散，散开；散射 n. 分散；散播，撒播
strive	 v. 努力；奋斗；抗争
mutual	 adj. 共同的；相互的，彼此的
attach	 v. 使依附；贴上；系上；使依恋
devise	 v. 设计；想出；发明；图谋；遗赠给 n. 遗赠
proprietary	 n. 所有权；所有人 adj. 所有的；专利的；私人拥有的
attack	 n. 攻击；抨击；疾病发作 v. 攻击；抨击；动手干
pace	 n. 一步；步速；步伐；速度 v. 踱步；缓慢而行
shirk	 v. 逃避 n. (Shirk)人名；(英)舍克
functional	 adj. 功能的
determination	 n. 决心；果断；测定
theocracy	 n. 神政；神权政体；神治国（复数theocracies）
show	 v. 显示；说明；演出；展出 n. 显示；表演；炫耀
alive	 adj. 活着的；活泼的；有生气的
impact	 n. 影响；效果；碰撞；冲击力 v. 挤入，压紧；撞击；对…产生影响
layoff	 n. 活动停止期间；临时解雇；操作停止；失业期
supervisory	 adj. 监督的
reduction	 n. 减少；下降；缩小；还原反应
repair	 v. 修理；修复 n. 修理，修补；修补部位
ERP	 abbr. 企业资源计划（Enterprise Resource Planning）；有效辐射功率（effective radiated power）
impressionable	 adj. 敏感的；易受影响的
nervous	 adj. 神经的；紧张不安的；强健有力的
perpetuate	 v. 使不朽；保持 adj. 长存的
consideration	 n. 考虑；原因；关心；报酬
faithful	 adj. 忠实的，忠诚的；如实的；准确可靠的 n. (Faithful)人名；(英)费思富尔
lack	 v. 缺乏；不足；没有；需要 n. 缺乏；不足
ETA	 abbr. 估计到达时间（Estimated Time of Arrival）；欧洲教师协会（European Teachers Association）；教育电视协会（Educational Television Association）
disposable	 adj. 可任意处理的；可自由使用的；用完即可丢弃的
outstrip	 v. 超过；胜过；比…跑得快
market	 n. 市场；行情；股票市场；市面；集市；销路；商店 v. 在市场上出售
default	 v. 拖欠；不履行；不到场 n. 违约；缺席；缺乏；系统默认值
importance	 n. 价值；重要；重大；傲慢
beverage	 n. 饮料
contain	 v. 包含；控制；容纳；牵制（敌军）
verbalize	 v. 累赘；唠叨；以言语表述
treat	 v. 治疗；对待；探讨；视为 n. 请客；款待
bearer	 n. 持票人；[建] 承木；[机] 托架；送信人；搬运工人
reject	 v. 拒绝；排斥；抵制；丢弃 n. 被弃之物或人；次品
provisional	 adj. 临时的，暂时的；暂定的 n. 临时邮票
have	 v. 有；让；拿；从事；允许 aux. 已经 n. (Have)人名；(芬)哈韦；(德)哈弗
specific	 adj. 特殊的，特定的；明确的；详细的；[药] 具有特效的 n. 特性；细节；特效药
direction	 n. 方向；指导；趋势；用法说明
testimony	 n. [法] 证词，证言；证据
excess	 n. 超过，超额；过度，过量；无节制 adj. 额外的，过量的；附加的
undertake	 v. 承担，保证；从事；同意；试图
object	 n. 目标；物体；客体；宾语 v. 提出…作为反对的理由
dishonest	 adj. 不诚实的；欺诈的
share	 v. 分享，分担；分配 n. 份额；股份
parameter	 n. 参数；系数；参量
order	 n. 命令；顺序；规则；[贸易] 定单 v. 命令；整理；定购
interactive	 adj. 交互式的；相互作用的
recoup	 v. 收回；恢复；偿还；扣除
occupancy	 n. 居住；占有；占用
crowd	 n. 群众,一伙;一堆,许多,大众 v. 拥挤,挤满,挤进
scapegoat	 n. 替罪羊，替人顶罪者；替身 vt. 使成为…的替罪羊
stakeholder	 n. 利益相关者；赌金保管者
exempt	 v. 免除；豁免 adj. 被免除的；被豁免的 n. 免税者；被免除义务者
requisite	 adj. 必备的，必不可少的；需要的 n. 必需品
error	 n. 误差；错误；过失
sharp	 adj. 急剧的；锋利的；强烈的；敏捷的；刺耳的 adv. 急剧地；锐利地；突然地 n. 尖头；骗子；内行 vt. 磨快；把音调升高 vi. 打扮；升音演奏
depreciate	 v. 使贬值；贬低；轻视
urgent	 adj. 紧急的；急迫的
prioritize	 v. 把…区分优先次序
strategy	 n. 战略，策略
kermis	 n. 庙会；义卖会；露天市集
surcharge	 n. 超载；额外费 v. 追加罚款；使…装载过多；使…负担过重
synergy	 n. 协同；协同作用；增效
preside	 v. 主持，担任会议主席
hedge	 v. 用树篱笆围住；避免作正面答复 n. 对冲，套期保值；树篱；障碍
massive	 adj. 大量的；巨大的，厚重的；魁伟的
mental	 adj. 精神的；脑力的；疯的 n. 精神病患者
petrol	 n. （英）汽油
menace	 n. 威胁；恐吓 v. 恐吓；进行威胁
fiduciary	 adj. 信托的；受信托的；基于信用的 n. 受托人；被信托者
gauge	 n. 计量器；标准尺寸；容量规格 v. 测量；估计；给…定规格
specification	 n. 规格；说明书；详述
guarantee	 n. 保证；担保；保证人；保证书；抵押品 v. 保证；担保
